sheet_row,sku,product_type,product_subtype,product_name,body_material_primary,finish_name,colour_family,mount_type,parts_list,cable_type,cable_material,img_url
158,PHHF1PBRBM,Lighting Accessory,Pendant Lamp Holder,E27 Pendant Lamp Holder with 1m Round Cable,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/37135.jpg
159,PHCN1PBRYB,Lighting Accessory,Pendant Lamp Holder,E27 Yellow Brass Pendant Lamp Holder with 1m Twisted Cable,Metal,Brass,Yellow Brass,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/789.jpg
160,PHCN1PBRCO,Lighting Accessory,Pendant Lamp Holder,E27 Copper Pendant Lamp Holder with 1m Round Cable,Metal,Brass,Copper,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/788.jpg
161,PHCN1PWRWH,Lighting Accessory,Pendant Lamp Holder,E27 Pendant Lamp Holder with 1m Round Cable,Metal,Painetd White,White,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/787.jpg
162,PHCN1PCRSN,Lighting Accessory,Pendant Lamp Holder,E27 Pendant Lamp Holder with 1m Round Cable,Metal,Brass,Satinnickle,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/786.jpg
163,PHCN1PBRRO,Lighting Accessory,Pendant Lamp Holder,E27 Pendant Lamp Holder with 1m Round Cable,Metal,Rose Gold,Rose Gold,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/785.jpg
164,PHCN1PBRBM,Lighting Accessory,Pendant Lamp Holder,E27 Pendant Lamp Holder with 1m Round Cable,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/46.jpg
165,PHDO1PWRWH,Lighting Accessory,Pendant Lamp Holder,E27 Pendant Lamp Holder with 1m Round Cable,Metal,Painetd White,White,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2991.jpg
166,PHDO1PBRBM,Lighting Accessory,Pendant Lamp Holder,E27 Pendant Lamp Holder with 1m Round Cable,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1952.jpg
167,PHBA1BMRBM,Lighting Accessory,Pendant Lamp Holder,E27 Pendant Lamp Holder with 1m Round Cable,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1292.jpg
168,PHRYWP2RBM,Lighting Accessory,Pendant Lamp Holder,E27 Pendant Lamp Holder with 1m Round Cable,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3856.jpg
169,PHRYWP1RBM,Lighting Accessory,Pendant Lamp Holder,E27 Pendant Lamp Holder with 1m Round Cable,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1893.jpg
170,PHTC1PBRBM,Lighting Accessory,Pendant Lamp Holder,E27 Pendant Lamp Holder with 1m Round Cable,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/41029.jpg
171,PHTC1PGRGD,Lighting Accessory,Pendant Lamp Holder,E27 Pendant Lamp Holder with 1m Round Cable,Metal,Gold / Metallic,Gold,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/41028.jpg
172,PHTC1PCRCH,Lighting Accessory,Pendant Lamp Holder,E27 Chrome Pendant Lamp Holder with 1m Braided Cable,Metal,Polished Chrome,Silver,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/41027.jpg
173,PHCGF1BMRBM,Lighting Accessory,Pendant Lamp Holder,,Metal  + Glass,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/40419.jpg
174,PHCW1PBRWO,Lighting Accessory,Pendant Lamp Holder,,Wood,Matte,Browns,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1508.jpg
175,PHOP1PBRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1257.jpg
176,PHHS1PWRWH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2310.jpg
177,PHHS1PWRRE,Lighting Accessory,Pendant Lamp Holder,,Metal,Gloss Plastic Finish,Red,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2309.jpg
178,PHHS1PWROR,Lighting Accessory,Pendant Lamp Holder,,Metal,Glossy painted,Orange,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2308.jpg
179,PHHS1PWRBT,Lighting Accessory,Pendant Lamp Holder,,Metal,Glossy painted,Blue,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2307.jpg
180,PHHS1PWRBL,Lighting Accessory,Pendant Lamp Holder,,Metal,Glossy painted,Blue,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2306.jpg
181,PHHS1PBRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2305.jpg
182,PHHS1PWRYE,Lighting Accessory,Pendant Lamp Holder,,Metal,Glossy painted,Yellow,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2304.jpg
183,PHHS1PWRGY,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Gray,Grey,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2303.jpg
184,PHOP1PBRBB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Brushed Brass,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2291.jpg
185,PHOP1PBRBC,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Brushed Copper,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1362.jpg
186,PHOP1PBRRR,Lighting Accessory,Pendant Lamp Holder,,Metal,Rustic Red,Red,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1357.jpg
187,PHOP1PBRBS,Lighting Accessory,Pendant Lamp Holder,,Metal,Brushed Silver,Silver,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1356.jpg
188,PHHS1PBRBS,Lighting Accessory,Pendant Lamp Holder,,Metal,Brushed Silver,Silver,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2313.jpg
189,PHHS1PBRRR,Lighting Accessory,Pendant Lamp Holder,,Metal,Rustic Red,Red,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2312.jpg
190,PHHS1PBRBC,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Brushed Copper,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2311.jpg
191,PHMH1HERCO,Lighting Accessory,Pendant Lamp Holder,E27 Copper Pendant Lamp Holder with 1m Round Cable,Metal,Brass,Copper,Pendant,"Lamp Holder, Lock Nut, Cable",Round,Hemp,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2523.jpg
192,PHMH1HERYB,Lighting Accessory,Pendant Lamp Holder,E27 Yellow Brass Pendant Lamp Holder with 1m Twisted Cable,Metal,Brass,Yellow Brass,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Hemp,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2514.jpg
193,PHBK1PCRSN,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Satinnickle,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3092.jpg
194,PHBK1PBRBA,Lighting Accessory,Pendant Lamp Holder,,Metal,Mate Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3090.jpg
195,PHBK1PCRCH,Lighting Accessory,Pendant Lamp Holder,E27 Chrome Pendant Lamp Holder with 1m Braided Cable,Metal,Polished Chrome,Silver,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3089.jpg
196,PHBK1PBRRO,Lighting Accessory,Pendant Lamp Holder,,Metal,Rose Gold,Rose Gold,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3088.jpg
197,PHBK1PBRFG,Lighting Accessory,Pendant Lamp Holder,,Metal,French Gold (Rose Gold Tone),French Gold,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3087.jpg
198,PHBK1PBRCO,Lighting Accessory,Pendant Lamp Holder,E27 Copper Pendant Lamp Holder with 1m Round Cable,Metal,Brass,Copper,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3086.jpg
199,PHBK1PWRWH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3085.jpg
200,PHCN1GDRYB,Lighting Accessory,Pendant Lamp Holder,E27 Yellow Brass Pendant Lamp Holder with 1m Twisted Cable,Metal,Brass,Yellow Brass,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1707.jpg
201,PHCN1AGRGB,Lighting Accessory,Pendant Lamp Holder,E27 Green BrassPendant Lamp Holder with 1m Round Braided Cable,Metal,Brass,Green Brass,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1706.jpg
202,PHQL1AGRGB,Lighting Accessory,Pendant Lamp Holder,E27 Green BrassPendant Lamp Holder with 1m Round Braided Cable,Metal,Brass,Green Brass,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2630.jpg
203,PHQL1BRRCO,Lighting Accessory,Pendant Lamp Holder,E27 Copper Pendant Lamp Holder with 1m Round Cable,Metal,Brass,Copper,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2629.jpg
204,PHQL1GDRYB,Lighting Accessory,Pendant Lamp Holder,E27 Yellow Brass Pendant Lamp Holder with 1m Twisted Cable,Metal,Brass,Yellow Brass,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2565.jpg
205,PHQL1BMRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2548.jpg
206,PHLH1AGTGB,Lighting Accessory,Pendant Lamp Holder,E27 Green BrassPendant Lamp Holder with 1m Twisted Green Braided Cable,Metal,Brass,Green Brass,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/859.jpg
207,PHRG1AGRGB,Lighting Accessory,Pendant Lamp Holder,E27 Green BrassPendant Lamp Holder with 1m Round Braided Cable,Metal,Brass,Green Brass,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/856.jpg
208,PHRG1GDRYB,Lighting Accessory,Pendant Lamp Holder,E27 Yellow Brass Pendant Lamp Holder with 1m Twisted Cable,Metal,Brass,Yellow Brass,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/855.jpg
209,PHRN2PCROR,Lighting Accessory,Pendant Lamp Holder,E27 Orange Silicone Pendant Lamp Holder with Fabric Cable,Silicone,Glossy painted,Red,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3217.jpg
210,PHRN1PCROR,Lighting Accessory,Pendant Lamp Holder,E27 Orange Silicone Pendant Lamp Holder with Fabric Cable,Silicone,Glossy painted,Red,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3216.jpg
211,PHRN2PCRBM,Lighting Accessory,Pendant Lamp Holder,E27 Black Silicone Pendant Lamp Holder with Fabric Cable,Silicone,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3215.jpg
212,PHRN1PCRBM,Lighting Accessory,Pendant Lamp Holder,E27 Black Silicone Pendant Lamp Holder with Fabric Cable,Silicone,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3214.jpg
213,PHRN1PCRLG,Lighting Accessory,Pendant Lamp Holder,E27 Lime green Silicone Pendant Lamp Holder with Fabric Cable,Silicone,Silicone Red,Red,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2723.jpg
214,PHRN1PCRGY,Lighting Accessory,Pendant Lamp Holder,E27 GraySilicone Pendant Lamp Holder with Fabric Cable,Silicone,Matte Gray,Grey,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2722.jpg
215,PHRN1PCRBT,Lighting Accessory,Pendant Lamp Holder,"E27 Blue Silicone 
Pendant Lamp 
Holder with Fabric Cable",Silicone,Glossy painted,Red,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2721.jpg
216,PHRN2PCRYE,Lighting Accessory,Pendant Lamp Holder,E27 Yellow Silicone Pendant Lamp Holder with Fabric Cable,Silicone,Glossy painted,Yellow,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3544.jpg
217,PHRN2PCRPI,Lighting Accessory,Pendant Lamp Holder,E27 Pink Silicone Pendant Lamp Holder with Fabric Cable,Silicone,Painted Pink,Red,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3543.jpg
218,PHRN2PCRWH,Lighting Accessory,Pendant Lamp Holder,E27 Pink Silicone Pendant Lamp Holder with Fabric Cable,Silicone,Painetd White,White,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3635.jpg
219,PHRN2PCRRE,Lighting Accessory,Pendant Lamp Holder,E27 Red Silicone Pendant Lamp Holder with Fabric Cable,Silicone,Gloss Plastic Finish,Red,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3634.jpg
220,PHRN2PCRGY,Lighting Accessory,Pendant Lamp Holder,E27 Grey Silicone Pendant Lamp Holder with Fabric Cable,Silicone,Matte Gray,Grey,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3632.jpg
221,PHRN2PCRLG,Lighting Accessory,Pendant Lamp Holder,E27 Lime Green Silicone Pendant Lamp Holder with Fabric Cable,Silicone,Silicone Red,,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3631.jpg
222,PHRN1PCRYE,Lighting Accessory,Pendant Lamp Holder,E27 Yellow Silicone Pendant Lamp Holder with Fabric Cable,Silicone,Glossy painted,Yellow,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3630.jpg
223,PHRN1PCRWH,Lighting Accessory,Pendant Lamp Holder,E27 White Silicone Pendant Lamp Holder with Fabric Cable,Silicone,Painetd White,White,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3629.jpg
224,PHRN1PCRRE,Lighting Accessory,Pendant Lamp Holder,E27 Red Silicone Pendant Lamp Holder with Fabric Cable,Silicone,Gloss Plastic Finish,Silicone Red,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3628.jpg
225,PHRNWP2RBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3553.jpg
226,PHRNWP1RBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3552.jpg
227,PHTT1PWR10WH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/37623.jpg
228,PHTT1PCR10CH,Lighting Accessory,Pendant Lamp Holder,E27 Chrome Pendant Lamp Holder with 1m Braided Cable,Metal,Polished Chrome,Silver,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/37622.jpg
229,PHTT1PWRYE,Lighting Accessory,Pendant Lamp Holder,,Metal,Glossy painted,Yellow,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2479.jpg
230,PHTT1PWCGR,Lighting Accessory,Pendant Lamp Holder,,Metal,Glossy painted,Green,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3753.jpg
231,PHTT1PWCYE,Lighting Accessory,Pendant Lamp Holder,,Metal,Glossy painted,Yellow,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3752.jpg
232,PHTT1PWCRE,Lighting Accessory,Pendant Lamp Holder,,Metal,Gloss Plastic Finish,Silicone Red,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3751.jpg
233,PHTT1PWCBL,Lighting Accessory,Pendant Lamp Holder,,Metal,Glossy painted,Blue,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3750.jpg
234,PHTT1PBR40BM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3377.jpg
235,PHTT1PBR30BM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3244.jpg
236,PHTT2PBR10BM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3212.jpg
237,PHTT2PBR5BM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3211.jpg
238,PHTT1PBR15BM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2526.jpg
239,PHTT1PBR1BM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2518.jpg
240,PHTT1PWR1WH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2517.jpg
241,PHTT1PWRGR,Lighting Accessory,Pendant Lamp Holder,,Metal,Glossy painted,Green,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2428.jpg
